hey guy glad see mangos back; neu
whoa great job; pos
big thx; pos
cool big thanks; pos
yeah nice; pos
movementinform call jump movement finish; neu
use auction house sorter twice crash http //pastebin.com/clvs0jlk; neu
oops several fail; neg
info; neu
const_cast perfectly fit case need remove const modifier spellentry const*; compound
spellentry const; neu
line; neu
hmmm see; neu
const_cast reinterpret_cast compiler time type update affect real code work binary file; neu
static_cast slowdown cast type use multiple inheritance; neu
hmm good note yes case multiple inheritance require additional code generation compiler cast work simplified comparison dynamic case way require; compound
yes mutiply inheritance case generate real code mostly update 'this pointer register different no-op case const_cast reinterpret_cast note code cleary simple generate dynamic_cast code least; neu
static_cast operator compile-time operation oppose dynamic_cast execution-time operation relies rtti; neu
spellentry 42 entry const_cast lt spellentry 42 gt spellproto; neu
generally n't solution atm leave spell break spell info override add temp hack; neu
maybe good move like assigments single place dbc load comment ...; compound
long propose rewriting edit spell example spell_dbc like hope one argue ... use dbc server ...; neu
client side spellmods break; neu
thank; pos
still crash ...; neg
idea relate anyways; neu
truncate auction table 30 minute player put item auction; neu
http //pastebin.com/7dfv60fq; neu
undergarun auction table clean item_instance well delete item_instance owner_id==0 type blind wrong; neu
skirnirmangos auction table 392.837 item owner_id 0; neu
'owner_guid refer; neu
hm 'm 100 sure item auction get row item_instance row somehow exist truncate ahbot table 's delete well truncate ahbot item_instance entry owner_id==0 ahbots id dele; neu
one fellow tester report crash occurs user sort auction list price high low; neu
ah way easy mind thank; compound
uhm 's cool way show commection info console hide logfile sometimes set multiple server get unexpected result connect db use multiple configuration file differ db connec; neu
change code also send info except password console also success connection case error case report mysql error string instead old code; neu
great job need 'm look forward see great imporvements backported one branch; compound
thanks need much effect move procsystem realize ...; neu
wo n't proc 54158 spell_judgement; neu
's proper way testing require http //gist.github.com/1074905; neu
silverice please give sample start parabolic movement ple-e-ease; neu
may look http //github.com/mangos/mangos/commit/326ba2c0b634d6b5306335b9e8d7f456c61fc340 l37r106 movejumpinit; neu
need call sample generic way immediate call movejumpinit think good ...; neu
maybe use generic tokenizer system could also use ie password hiding server.log; neu
guess scmoo 's talk e. g. .password foo bar bar command password appear server.log right; neu
password part db connections/chat comands must fix 11736; neu
understand; neu
refering password sql-access display server.log startup one well; neu
die peace ahbot master ...; neg
lol think mango many miss thing let wait; neu
point; neu
mangos nowadays gold era; neu
config option 200; neu
http //pastebin.com/3karcv7h mtmaps 2 thread; neu
ahbot code fact auction relate code call main update thread relate multi-threading code way version core problem; neu
die peace; neg
11739 fix one crash auction code case low chance relate crash case see problematic code moment ...; neu
ok see crash stack strange case possible null store auctionhouse- getauctions; neu
crash also ahbot disable; neu
'm modify auction code still main update thread; neu
comment case 5 new crash appear relate case 0; neu
ahsorter frequently crush 1 window *nix without utf8 default cp 2 db/server use one default language compiler default language fully solve disable case 5 sorter may approch mtmaps check; neu
disable case 0 1 5 crash move case 8; neu
case help second comparing item null; neu
initialize auctionhousebot ...; neu
hmm maybe set path mangosd.conf also use commandline option -c; neu
may add `` include '' directive config multiply option like rabbit need analogic option scriptdev2.conf ...; neu
cleary n't want core direct reference sd2 possible common option piint dir config file search; neu
script easily get value ​​from config mango produce configs guideline include even curve today; neu
another note include include configs mangosd.conf; neu
precisely problem solve use include directive; neu
ahbot disable default enable need ahbot.conf; neu
really strange copy ahbot.conf stuff inside mangosd.conf; neu
problem fix remove description ahbot.conf file save file text anci ahbot.conf file problem solve; neu
functionality thing buyer.enabled; neu
need add; neu
yay 669; pos
thank; pos
awesome ...; pos
mamma mia ... gigantic work..; neu
's da man silverice; neu
oooo ... god great job; compound
amazing thank; pos
little something vc9 compilation ...; neu
nice great job; pos
; neg
saw warn n't add virtual method 's safe subclass; neu
use git_id possible manual rev add note; neu
lol commit msg x; pos
'm sorry makefile add; neu
us outdated git_id version ...; neu
guild identificator n't identifier; neu
guild identificator n't identifier; neu
n't know; neu
'identifier indeed; neu
commit playerlimit=0 unlimited real player limit 1 2 others wait queue set 1000 everything fine; neu
`` playerlimit '' option use sworld config cache affect form commit read directly sconfig; neu
also test playerlimit=0 4 time login work fine; neu
+bool isstoppedbyplayer return m_isstoppedbyplayer; neu
thanks fix 11712; pos
yay nice fix; pos
true totem ground must redirect channeled spell ...; neu
grouding totem n't immunity otherwise spell get redirect totem withouth destroy; neu
redirect spell think initial target totem; neu
say thing wrong see spell 51052- 50461 totem cast self channel spell fail ...; neu
ground totem relate check totem selection final target happen channeled spell bit problem atm; neu
arg use hashed player pointer function ca n't logical arg; neu
removefromupdatequeueof forplayer could actually removefromupdatequeueof true already check true; compound
oh right somehow assume bool indeed much use c x; neu
whisper one look like huge step ahbot implementation yay; compound
tomorrow bidder case need testing possible avoid fake player use main stopper review auction bot; neu
one point unlimited `` love '' -scale nice day; compound
base test problem command use must fix 11704; neu
